slide_id,start_index,end_index
TCGA-12-0772-01Z-00-DX4.32e45a07-940b-4403-8c2b-16958d700b6d,122962996,122978944
TCGA-06-0745-01Z-00-DX1.3e0f266b-f1b5-42cb-8633-8cea6ee0ba6e,122978944,122984781
TCGA-06-0128-01Z-00-DX1.daacb161-d72f-4f75-843b-596f0a7fbec7,122984781,122988533
TCGA-06-0133-01Z-00-DX2.fbda343a-e928-44d6-85a0-2080ced06dd9,122988533,122992363
TCGA-02-0011-01Z-00-DX1.7CF44982-AE5A-47A5-8D07-E526522DC094,122992363,123000373
TCGA-12-0692-01Z-00-DX1.f01c48e9-333d-4ca8-8b36-e2749b629aea,123000373,123004024
TCGA-14-1821-01Z-00-DX1.eef79762-89fb-47f5-9f43-1e6a906e5745,123004024,123006551
TCGA-06-0747-01Z-00-DX4.b69d6545-b545-486e-83bc-863330ee2083,123006551,123013166
TCGA-14-0783-01Z-00-DX1.904587e4-393d-4e4d-9337-ff2655f87ca8,123013166,123022776
TCGA-12-3648-01Z-00-DX3.9172F115-4C1C-44CD-813F-492A9C08E88E,123022776,123041267
TCGA-06-0747-01Z-00-DX2.3c60f8bf-1e53-406a-89b8-e447d6280ab2,123041267,123057612
TCGA-19-1789-01Z-00-DX1.3cfc05c7-bd43-49ed-b182-e49d4da108ec,123057612,123059156
TCGA-19-5959-01Z-00-DX1.86907dc7-c0ce-48e6-b67c-a3134f8b4aa2,123059156,123077284
TCGA-02-0281-01Z-00-DX1.6db34ca2-a4f6-4efb-adfa-05bd51f9fda2,123077284,123090630
TCGA-06-0206-01Z-00-DX1.5ede33b2-4778-4e33-bb83-17f81bb35aca,123090630,123092647
TCGA-02-0285-01Z-00-DX1.33f31de6-46d7-427d-8f19-66326789f7dd,123092647,123101696
TCGA-27-2521-01Z-00-DX1.31BCEBD8-3A69-4560-8077-40AF5BA0B955,123101696,123119693
TCGA-27-1836-01Z-00-DX4.e54cb874-8c4b-4f64-89b1-af6891cc6d83,123119693,123139839
TCGA-12-0620-01Z-00-DX2.2dde35f3-5eae-41b9-807a-9689a86dbb0d,123139839,123150776
TCGA-02-0432-01Z-00-DX1.83CB13A3-6ADD-4015-94BA-AA6A759F2F8F,123150776,123163593
TCGA-19-2620-01Z-00-DX1.b52311cf-5861-4653-9d87-bcc3389874ef,123163593,123165150
TCGA-27-1838-01Z-00-DX1.3ada1ada-fb14-4761-84f9-66a339e86e73,123165150,123179196
TCGA-06-0210-01Z-00-DX3.4974dd3d-13bb-4200-ab3d-3dfd1dcffbb9,123179196,123183800
TCGA-08-0386-01Z-00-DX1.F3BE4054-6C0D-4E04-B9F7-8662AADDC8DF,123183800,123184865
TCGA-12-0772-01Z-00-DX2.25ab3b61-79ce-4096-a0db-4aff20919b6d,123184865,123209550
TCGA-06-0210-01Z-00-DX2.1e456f3b-bebb-4606-9072-393abf077ef0,123209550,123212986
TCGA-06-0877-01Z-00-DX2.b5af1c90-e841-49a9-906e-73fd6cba57be,123212986,123215574
TCGA-06-0133-01Z-00-DX1.47944c2e-fe0e-4d29-a7a5-2efc01d8dd94,123215574,123221879
TCGA-02-0068-01Z-00-DX1.B1C4CAA6-6493-4AA1-9A48-B4336BB8D16A,123221879,123226848
TCGA-19-2624-01Z-00-DX1.c01c3780-3e33-4068-8ce4-c67db1cccacb,123226848,123228998
TCGA-12-0692-01Z-00-DX4.9fceb40e-f018-4b0e-a423-7f234079caae,123228998,123241142
TCGA-14-1821-01Z-00-DX2.7c41e66e-2fb1-4a80-9c92-5ca34955f38c,123241142,123252020
TCGA-06-0747-01Z-00-DX1.d00990ff-e213-4c7b-9643-6eb4b47d4613,123252020,123257317
TCGA-14-0783-01Z-00-DX3.a81fa8d1-63a7-4f1f-9a47-2b3b89a2bd0d,123257317,123272138
TCGA-02-0074-01Z-00-DX1.41EA5863-D100-444D-AC5F-E2E5F5A22D20,123272138,123296747
TCGA-ND-A4WF-01Z-00-DX2.871259CF-886F-4EBA-B1D2-F8A654D3FA4A,123296747,123325293
TCGA-N8-A56S-01Z-00-DX1.BC1241E1-777A-4FFC-A09D-E8F0E066BCFD,123325293,123363741
TCGA-N9-A4Q8-01Z-00-DX1.6D35B9F6-B56C-4CEF-A897-1B68928C7362,123363741,123371664
TCGA-N9-A4Q1-01Z-00-DX1.7B37F0FE-8EB9-464D-8645-417BF8470967,123371664,123376343
TCGA-ND-A4W6-01Z-00-DX3.0A25A619-FC83-4116-8143-81D77D3798D5,123376343,123410668
TCGA-N8-A4PN-01Z-00-DX2.5E54DCF8-7D21-4A35-B8DF-2AFA88424478,123410668,123431341
TCGA-N7-A4Y0-01Z-00-DX1.A771FBB2-AAB1-434B-B28E-C0587DF9F07C,123431341,123454749
TCGA-NA-A4QV-01Z-00-DX1.F4B25213-F920-46F6-8263-48DBF15C0527,123454749,123479303
TCGA-N5-A4RA-01Z-00-DX1.663D082C-3844-468F-9D5D-260F7655D0B6,123479303,123513593
TCGA-NG-A4VU-01Z-00-DX1.1EA57488-7E0C-4FE2-84D3-28A46DF84F94,123513593,123546274
TCGA-N5-A4RS-01Z-00-DX1.0BE07A3E-C1FB-417C-ADEB-C7CF9DED65CD,123546274,123566181
TCGA-N6-A4VE-01Z-00-DX1.52BCF1BC-C8A0-48D6-8348-7AD873581D59,123566181,123573152
TCGA-N9-A4Q3-01Z-00-DX2.584DDA2B-B267-4484-AC8C-B1853E7C6DF0,123573152,123579921
TCGA-N5-A4RO-01Z-00-DX1.F244C2C1-8C30-4F93-9F13-6C25F2008186,123579921,123600610
TCGA-N5-A4RO-01Z-00-DX2.C833DA0E-2C7C-438C-8878-2C5656E50228,123600610,123619752
TCGA-N7-A4Y8-01Z-00-DX2.1C1909D1-FDB6-4C5B-B393-F8F04E970210,123619752,123635422
TCGA-N7-A4Y8-01Z-00-DX5.8024FD57-2A1A-4579-A008-DB0CDDB83A58,123635422,123659663
TCGA-N5-A4RU-01Z-00-DX1.BEDD8FC8-AA33-42A5-A8BB-3B2E078D74B4,123659663,123674036
TCGA-NA-A4R1-01Z-00-DX3.EE4A6E57-9190-48B8-975A-532DDCFFE369,123674036,123699526
TCGA-ND-A4W6-01Z-00-DX5.7A91D15A-1DCB-4B22-96FD-740F0F3332B4,123699526,123729467
TCGA-N8-A4PP-01Z-00-DX1.C7EDA950-0E71-4380-BD0F-A77F037AB444,123729467,123756066
TCGA-ND-A4WC-01Z-00-DX2.4677B271-CD27-44A3-9BC0-C604FDF2B779,123756066,123774058
TCGA-N6-A4VG-01Z-00-DX1.7DC1C1DB-95F7-47DA-8111-DF1A5E479193,123774058,123794800
TCGA-ND-A4WA-01Z-00-DX2.071A8B48-72E2-4872-AB73-47B5F5F76440,123794800,123825251
TCGA-N8-A4PM-01Z-00-DX1.9C154E50-6D39-4BC9-9CB0-A347E71969C2,123825251,123846141
TCGA-NA-A4QX-01Z-00-DX2.21B263F6-984A-4F28-9414-63AE29DDB5B6,123846141,123870977
TCGA-NA-A4QX-01Z-00-DX3.E47A2B5D-8280-44CC-9354-0F662529EC89,123870977,123900878
TCGA-ND-A4WF-01Z-00-DX1.A82E5E1F-9D99-4A2F-9BF8-D2AC3ECB9A00,123900878,123929725
TCGA-N8-A4PI-01Z-00-DX1.3D04E506-3B74-4B73-B287-2402ADDBA0F5,123929725,123936833
TCGA-NG-A4VW-01Z-00-DX1.93289E3C-F0AE-4192-A8C7-6AFDCE9E8ADB,123936833,123976703
TCGA-N6-A4VF-01Z-00-DX1.D78EF5C0-E015-42DB-8D41-FE41FAB0E26D,123976703,123995894
TCGA-N9-A4Q3-01Z-00-DX3.69E43341-B4D7-4B99-A280-01CEE9C51DAC,123995894,124005510
TCGA-NA-A5I1-01Z-00-DX1.1B9A17E8-9BCB-4C81-94F8-B4592615664D,124005510,124029570
TCGA-NA-A5I1-01Z-00-DX2.C1292DF7-FB78-4869-B4CA-AF5C1D65628A,124029570,124052407
TCGA-N6-A4VD-01Z-00-DX1.2BFBD228-8B03-40FA-9BC8-DAFA34142A7A,124052407,124064973
TCGA-NA-A4R1-01Z-00-DX1.FFF6520E-AB1C-4F3A-92C9-3C776D779231,124064973,124096872
TCGA-N7-A4Y8-01Z-00-DX1.97A6AB74-559F-4DE4-8D7D-C3A2CE6E2231,124096872,124121079
TCGA-QM-A5NM-01Z-00-DX2.7FB04E1D-1F1D-4217-8D3B-261B0E949038,124121079,124132915
TCGA-N9-A4PZ-01Z-00-DX1.279251BB-086C-419F-87D6-032F1EA34102,124132915,124138104
TCGA-ND-A4WC-01Z-00-DX1.A81AB325-119A-4946-8F26-40D9444A6427,124138104,124163156
TCGA-ND-A4WA-01Z-00-DX4.CDED0DCF-D49E-472E-AE55-9467013B3CFF,124163156,124180904
TCGA-N8-A4PN-01Z-00-DX1.92336FBA-79D1-49F9-BC2A-7C7BF4147E07,124180904,124207305
TCGA-QN-A5NN-01Z-00-DX3.15BBBDB5-B81A-46C8-934B-FF1AD2CF0A4F,124207305,124211868
TCGA-QN-A5NN-01Z-00-DX1.FA7E8A3C-CA46-4F3B-843D-43E231A57E54,124211868,124219114
TCGA-NA-A4QY-01Z-00-DX1.E6D30574-886A-4E01-B4C1-D10C0EE23AEE,124219114,124245674
TCGA-06-0189-01Z-00-DX2.675bdae0-98f7-4aa2-ae7e-7ae96a0202b7,124245674,124268108
TCGA-02-0021-01Z-00-DX2.9c97035f-399d-49ce-a545-4692b05bc6a9,124268108,124286519
TCGA-02-0021-01Z-00-DX1.1cf4eb25-9406-4638-b69c-e9e141930716,124286519,124296900
TCGA-06-0148-01Z-00-DX4.646db76b-0dae-417c-8f52-3feaa14518e3,124296900,124309740
TCGA-06-0148-01Z-00-DX2.ec9f87b1-adef-4671-a056-19d38dd214f7,124309740,124312476
TCGA-06-0148-01Z-00-DX5.a79e0d64-0318-4976-8b53-6d08b621b31b,124312476,124333043
TCGA-06-0178-01Z-00-DX8.b2b00151-d54b-4807-8cbf-69a74629604f,124333043,124345944
TCGA-02-0058-01Z-00-DX1.6A05C2EB-C782-4F55-A12D-0339747E9BD3,124345944,124366243
TCGA-06-0178-01Z-00-DX7.7b7bc1d8-99b2-4895-b9b7-a425443b9a28,124366243,124382816
TCGA-06-0178-01Z-00-DX3.5af7f552-ac16-45a0-a894-8fb99e46ad87,124382816,124397894
TCGA-06-0209-01Z-00-DX2.696bfc96-020e-41c4-9a3a-e34e170d0e50,124397894,124402882
TCGA-06-0209-01Z-00-DX4.697ea567-9fed-423c-a332-0d61b81ce9e2,124402882,124407224
TCGA-12-0769-01Z-00-DX6.093886ef-289d-45af-a327-457877628447,124407224,124425147
TCGA-06-0168-01Z-00-DX2.ff5ffc86-6220-432b-bb9f-0c15bfa1a157,124425147,124453929
TCGA-12-0615-01Z-00-DX2.02099a56-eb5f-4b37-899a-dde55ff7f939,124453929,124482918
TCGA-02-0001-01Z-00-DX1.83fce43e-42ac-4dcd-b156-2908e75f2e47,124482918,124497764
TCGA-06-0138-01Z-00-DX1.212817bd-0fa0-4503-ae5b-4eaee8ee95e5,124497764,124506719
TCGA-15-1444-01Z-00-DX2.76CD1F22-4894-4390-ADCC-BC88CB42FD96,124506719,124536409
TCGA-06-0137-01Z-00-DX5.0f06ca27-54e2-490a-8afb-a19600e60619,124536409,124558095
TCGA-12-0818-01Z-00-DX2.B4D2796F-6303-439B-BB61-06F2F81CE6C0,124558095,124572149
TCGA-02-0007-01Z-00-DX1.a888f75e-6c41-44c3-8eb6-721f992873b8,124572149,124576885
TCGA-14-1453-01Z-00-DX3.d85f42df-ac7e-45b5-807e-929204bf3c87,124576885,124598378
TCGA-19-0960-01Z-00-DX1.b7c197ae-a66a-4b6f-8598-530dc5a0cc81,124598378,124599737
TCGA-19-A6J5-01Z-00-DX3.66B63DB8-E2AE-4328-BFAA-96B737CBFDBC,124599737,124630305
TCGA-06-0178-01Z-00-DX6.eba88ad1-41fa-4e77-b4d7-afd5299cbe44,124630305,124645570
TCGA-12-0769-01Z-00-DX2.72cfbf9f-2cc9-4001-b93f-544abda445fa,124645570,124664482
TCGA-06-0168-01Z-00-DX1.de032f58-1712-4029-a607-87c858c6c965,124664482,124666084
TCGA-06-0209-01Z-00-DX5.1f44756d-7ad7-401c-bf8b-ecc88704d92d,124666084,124685394
TCGA-06-0168-01Z-00-DX3.6a390bd7-bbe8-4cdf-a562-2ef52d781186,124685394,124722858
TCGA-06-0209-01Z-00-DX7.466111c9-2c18-477b-a699-540983a3c36c,124722858,124741642
TCGA-06-0209-01Z-00-DX3.61264925-3a41-4400-8724-96261018ecfb,124741642,124748149
TCGA-26-1442-01Z-00-DX1.FD8D4EB7-AD5E-49E8-BD0B-6CDDEA8DDB35,124748149,124770734
TCGA-06-0137-01Z-00-DX2.10a13f6d-b5f1-4fcb-9bf6-718dfbef3251,124770734,124772613
TCGA-15-1444-01Z-00-DX1.FF2FF962-40EA-4122-B33A-5BF4ED007761,124772613,124787019
TCGA-06-0176-01Z-00-DX4.98c6f166-0c65-47c5-9d26-c4e524b25577,124787019,124798332
TCGA-06-0156-01Z-00-DX1.1303eb2c-6cf6-4173-804c-d52a111263b5,124798332,124805716
TCGA-12-0819-01Z-00-DX1.8F874ED5-34B2-4E42-BBA5-329FB2DED709,124805716,124810539
TCGA-06-0137-01Z-00-DX4.140591f4-dc4d-493d-9a70-bed1335dd1c1,124810539,124825925
TCGA-14-1823-01Z-00-DX4.2c0b643d-e181-40f7-a6b2-cab517151f85,124825925,124828520
TCGA-14-1823-01Z-00-DX2.ad28794f-a4b0-4b2f-9707-df5db6564697,124828520,124854071
TCGA-12-0691-01Z-00-DX1.4bb6287c-f989-4f9d-9def-9048138dbc53,124854071,124879111
TCGA-12-0691-01Z-00-DX3.5e39087c-19ce-4dff-89b2-bb366a48a393,124879111,124907476
TCGA-27-2523-01Z-00-DX1.5DD91AEC-7050-4DDC-8B59-57006E7B9006,124907476,124923975
TCGA-14-1453-01Z-00-DX4.023ea4a4-364c-4785-af1c-16e580cda290,124923975,124946047
TCGA-14-1453-01Z-00-DX1.214c0e86-4eaa-495e-ab57-4507ac1db596,124946047,124947952
TCGA-19-A6J5-01Z-00-DX5.2E64593D-D277-44C5-9914-E632F53C1710,124947952,124974123
TCGA-19-A6J5-01Z-00-DX2.6F777294-333F-45F7-8C1D-0D26F4FEC68A,124974123,124993952
TCGA-06-0744-01Z-00-DX1.948cea15-dbea-483c-becb-78166086ec0a,124993952,125004374
TCGA-06-0189-01Z-00-DX4.bc4d88a2-dd59-41b4-9218-e3cb458bb5f4,125004374,125027888
TCGA-12-0769-01Z-00-DX7.fee8ea19-a415-451d-8a37-91de4e0ce748,125027888,125044178
TCGA-12-0769-01Z-00-DX3.d78fbf4a-5246-4f49-bccd-a6719ee6b1cf,125044178,125070471
TCGA-06-0209-01Z-00-DX1.d6963fa7-3427-4088-8dc3-cfc489ac0ddf,125070471,125071994
TCGA-06-0125-01Z-00-DX1.8e0915b2-8dc3-4753-8062-05643835672b,125071994,125073586
TCGA-06-0209-01Z-00-DX8.4a540299-b778-43e4-b80b-f70d5f222378,125073586,125085593
TCGA-02-0010-01Z-00-DX2.5334831b-8e1f-4b61-bbf6-0f6e950a1b2f,125085593,125110025
TCGA-02-0010-01Z-00-DX1.b53f8c4e-6e10-4684-b7fc-fd9e0b9d6c01,125110025,125122237
TCGA-12-0662-01Z-00-DX3.83f35f0b-3c38-4e97-a3b1-6685da39364c,125122237,125144030
TCGA-06-0125-01Z-00-DX2.4f9cef92-2bdb-480d-8704-94289f8b70fb,125144030,125151263
TCGA-12-0662-01Z-00-DX2.642f1935-5bbf-4980-9fe5-1244531a07e1,125151263,125173085
TCGA-06-0138-01Z-00-DX4.8aec0797-c88f-4345-ab9b-dfba99dd91e6,125173085,125176671
TCGA-19-5953-01Z-00-DX1.c069ba1e-7819-4e22-b1cd-c431b93b1eb8,125176671,125211690
TCGA-06-0138-01Z-00-DX2.7235a461-6b3f-489c-9bff-cb0ccba874ea,125211690,125218495
TCGA-12-0691-01Z-00-DX5.2096432e-0a08-449c-a338-a034381c9723,125218495,125234925
TCGA-12-0691-01Z-00-DX6.07ecaf57-a9f0-4f28-aab4-3ee85e1008f0,125234925,125251443
TCGA-26-6173-01Z-00-DX1.A612A5EC-A048-4A8F-AE2D-5A07C8B030D1,125251443,125275218
TCGA-26-5132-01Z-00-DX1.390D6188-C9C6-4DD2-8CCE-A43444F28EE5,125275218,125293948
TCGA-4W-AA9T-01Z-00-DX1.A59F28A0-EE7F-44DE-931F-36E59C9F1A45,125293948,125310860
TCGA-08-0351-01Z-00-DX1.F5C2AE7A-1BD1-407A-B615-AA2EE331483E,125310860,125331210
TCGA-12-0819-01Z-00-DX2.CA37F7BE-86D9-421F-B5A5-87E2BDDF7AAB,125331210,125343800
TCGA-06-0189-01Z-00-DX3.8e42ed95-d001-430a-a24f-65e7838ff95a,125343800,125345596
TCGA-19-2619-01Z-00-DX1.ed7e1a51-2352-4162-81f2-4a3b3bdab22c,125345596,125356032
TCGA-06-0178-01Z-00-DX5.7ab03a67-87f7-4e71-82fa-250518378f49,125356032,125375790
TCGA-06-0147-01Z-00-DX2.57e3c7a3-b271-4ab3-b6a0-aac29f5d52a6,125375790,125379734
TCGA-12-0769-01Z-00-DX5.28bbb77f-a324-4889-8b47-721a625d72a0,125379734,125396548
TCGA-12-0769-01Z-00-DX4.72c67371-ed94-4435-a9fa-1b512799b325,125396548,125401888
TCGA-12-0769-01Z-00-DX1.ebd0fe2a-1113-413f-a04d-e5cf7c0335ff,125401888,125406701
TCGA-06-0209-01Z-00-DX6.4c470a76-e452-42a8-a4bf-3c0bdf9c46ff,125406701,125426087
TCGA-02-0001-01Z-00-DX2.b521a862-280c-4251-ab54-5636f20605d0,125426087,125451306
TCGA-12-0615-01Z-00-DX3.57f0d9cc-9570-4c75-9c7b-d6e346b9e6bf,125451306,125478446
TCGA-12-0662-01Z-00-DX4.29f739c2-f70f-4ad5-ae7f-9f94c14adca2,125478446,125491979
TCGA-06-0137-01Z-00-DX6.20d3049a-547a-49db-bf2c-59d8762441ea,125491979,125509501
TCGA-06-0138-01Z-00-DX3.2767efef-7d5f-40ff-9b36-5329d0fa6829,125509501,125512260
TCGA-06-0137-01Z-00-DX8.a5703515-8d5f-4bfd-8f5a-a66581641e3b,125512260,125529530
TCGA-06-0156-01Z-00-DX3.9ccee303-ec3c-4d99-bb94-294efe89bcef,125529530,125534387
TCGA-06-0137-01Z-00-DX7.c0c25c01-8602-47a5-8d52-cb323c3432d2,125534387,125557540
TCGA-06-0156-01Z-00-DX4.38ef8900-41f7-4e9a-a687-03739b5e29f5,125557540,125559089
TCGA-14-1823-01Z-00-DX1.129ce4ca-bc8b-4e9c-8647-166610f9e42f,125559089,125560255
TCGA-14-1823-01Z-00-DX3.082bdc85-6d24-43e6-9772-d25601f13e4a,125560255,125569417
TCGA-12-0691-01Z-00-DX2.f2ebd095-4760-4c0e-9d9e-d13b352394d8,125569417,125586592
TCGA-19-5947-01Z-00-DX1.8f5a42c0-87d5-4c73-9dcb-f054c5a7a96f,125586592,125616909
TCGA-08-0375-01Z-00-DX1.76B7554F-0C77-4E2B-A1F7-633E896FB5E3,125616909,125621611
TCGA-14-1453-01Z-00-DX2.e761a338-0856-48ba-bdd8-dd9f59a47d5b,125621611,125624906
TCGA-26-6174-01Z-00-DX1.D5C87A05-8A2E-4108-99DA-1B8425D99C42,125624906,125633133
TCGA-19-A6J5-01Z-00-DX1.2667B32C-FDF4-4197-BD32-56D6124BD01C,125633133,125668753
TCGA-19-A6J5-01Z-00-DX4.D9D061F9-C4AD-45CB-B065-E6421E40C911,125668753,125687806
TCGA-27-2519-01Z-00-DX1.C630FE42-2691-4735-83EB-6F78AAA407B3,125687806,125705201
TCGA-14-1034-01Z-00-DX1.3f594769-d805-4ecf-ab88-458c7d712299,125705201,125715067
TCGA-14-1034-01Z-00-DX2.08f09fde-3f37-4262-8880-9d924a89501a,125715067,125722305
TCGA-06-0171-01Z-00-DX1.70065449-b7e1-4057-9aef-5cd94d57e6ad,125722305,125726344
TCGA-06-0171-01Z-00-DX3.3006472c-0009-40eb-bb93-7896f62e1ed2,125726344,125735854
TCGA-08-0352-01Z-00-DX1.a5e552a6-6dcf-40c7-9e02-ce9e3f31059d,125735854,125737283
TCGA-02-0071-01Z-00-DX1.B9C1B58E-7A88-4C92-9E4C-2961A710F9A4,125737283,125751363
TCGA-41-2572-01Z-00-DX1.a89d5edf-1466-40b8-929f-d8b5554f31b8,125751363,125752973
TCGA-12-0818-01Z-00-DX1.EA8E6672-9056-411A-B003-D1638F1CB891,125752973,125778032
TCGA-15-1447-01Z-00-DX1.80c2a3ec-5ddd-479d-a85e-1b21000cbe36,125778032,125797100
TCGA-14-1455-01Z-00-DX1.2414bc22-6d0d-452f-bb48-8b38ff6609fe,125797100,125800600
TCGA-14-1829-01Z-00-DX5.915b6879-d64b-4c47-a67f-8aad4a006ffa,125800600,125812066
TCGA-14-0786-01Z-00-DX1.af5e1f7d-4b04-4b8c-a98d-14361400fe94,125812066,125820045
TCGA-14-1829-01Z-00-DX8.1345a705-eac9-42c0-9bff-d5730dd4383f,125820045,125838701
TCGA-06-0221-01Z-00-DX6.fb20aa5d-8011-481c-a7b6-44d0575f9e2e,125838701,125845136
TCGA-12-1600-01Z-00-DX2.8E6635EC-66CA-4C13-9AA6-7DE032B21C3B,125845136,125863812
TCGA-06-0213-01Z-00-DX3.337437a8-ffca-4ca2-9b94-902ce032d5f4,125863812,125867732
TCGA-06-1802-01Z-00-DX1.61b4d1f0-cb68-4da1-bf78-daafd5bf445f,125867732,125868340
TCGA-15-1446-01Z-00-DX2.2BBD436C-A472-4B8F-8C15-F5692B05E30B,125868340,125888136
TCGA-06-0208-01Z-00-DX1.cea28355-3b64-48e6-b5f7-9a0d2b319150,125888136,125889290
TCGA-08-0349-01Z-00-DX1.3D53FE9F-E4E6-4D73-A339-CCF9CDD81288,125889290,125896504
TCGA-12-0822-01Z-00-DX3.2AB8F5AD-CAD0-4680-B537-AC7A8F05A83E,125896504,125912608
TCGA-02-0099-01Z-00-DX1.E3BD2989-346F-4580-9E67-23BEEA35094E,125912608,125932159
TCGA-06-0184-01Z-00-DX3.05b0e8e2-9a0a-460f-a7f7-f87a425ad1f1,125932159,125947852
TCGA-06-0184-01Z-00-DX4.9beaedc5-cc34-4ebc-a0e5-318ef0fd2765,125947852,125959142
TCGA-08-0525-01Z-00-DX1.254e63b9-3979-41d6-af5d-fb7bf1a9606f,125959142,125967894
TCGA-19-0962-01Z-00-DX1.5e07aacc-4c4e-454f-8779-b35e654641e3,125967894,125979982
TCGA-12-3652-01Z-00-DX4.353A9D45-955F-4DEA-A4C0-0A7A29B1F8E1,125979982,125998569
TCGA-12-3652-01Z-00-DX3.946EF480-D6C3-4673-85F5-4368A452AB0B,125998569,126018915
TCGA-02-0439-01Z-00-DX1.f2cf499e-1ccd-4765-ab57-a229031d92f3,126018915,126029220
TCGA-OX-A56R-01Z-00-DX1.6AC88CAE-73F3-4ECF-AE06-E347574EB6E8,126029220,126043824
TCGA-12-0703-01Z-00-DX2.2fb49fe5-2b2b-4dbd-9cf4-76f0d0032d2a,126043824,126049187
TCGA-12-0619-01Z-00-DX1.5dbe8a66-9996-4f86-881e-025614e0bd9f,126049187,126062554
TCGA-12-0619-01Z-00-DX2.e305c038-1dd0-422f-87dd-8edaeace224d,126062554,126091832
TCGA-08-0373-01Z-00-DX1.F955B61E-5BE6-4084-A0CB-5C566999570B,126091832,126092646
TCGA-12-0780-01Z-00-DX2.a7029362-0531-4b09-a611-e5668e4170b0,126092646,126110673
TCGA-12-0822-01Z-00-DX2.C4F87A2B-B4CA-41D3-A082-588155F4D17D,126110673,126123261
TCGA-08-0525-01Z-00-DX2.0e07f2f3-7712-4301-b0aa-ec850790b699,126123261,126133175
TCGA-06-0184-01Z-00-DX2.b2242e9f-fac3-4e80-a82c-413e32332b68,126133175,126144288
TCGA-06-0154-01Z-00-DX1.e52d5443-e663-451f-8a1f-83ec5bb9a401,126144288,126155024
TCGA-08-0510-01Z-00-DX1.7F32D156-A8BA-40B9-81EB-8BBCEBDB7B4F,126155024,126155641
TCGA-08-0352-01Z-00-DX2.d1d43af6-fc93-4d1d-a432-8c5e9ee9b04f,126155641,126159640
TCGA-06-0171-01Z-00-DX2.36b8a018-8845-4600-954b-dc12ce772ad6,126159640,126174363
TCGA-14-1459-01Z-00-DX4.84416aca-ea5f-453e-a4e3-e130d3240420,126174363,126197926
TCGA-14-1459-01Z-00-DX1.cb8ebe63-8e53-4ab9-af3a-b34de40bd13b,126197926,126203345
TCGA-14-1459-01Z-00-DX3.32c518cd-8044-40c4-a27d-6abf93237e86,126203345,126213284
TCGA-14-1459-01Z-00-DX5.1e299bfc-3fe7-400f-994e-eea4cb9da334,126213284,126228530
TCGA-14-1459-01Z-00-DX2.ca23cd3e-6503-463c-a79f-c132f64bf08d,126228530,126231068
TCGA-06-0171-01Z-00-DX4.e27958fb-cc72-4d23-ba97-1bbf52e061e0,126231068,126237491
TCGA-06-0171-01Z-00-DX5.223799ea-caac-4314-8e9d-5cb466756a64,126237491,126251369
TCGA-12-0818-01Z-00-DX3.39FEFDC4-75BA-4BE2-80B4-E37BA147020D,126251369,126261992
TCGA-12-0818-01Z-00-DX5.D95A36D4-8F46-4CFC-8645-71F05F87182A,126261992,126276252
TCGA-12-0703-01Z-00-DX1.c09bd51d-9a48-446a-a9fd-d4138f76c11c,126276252,126280168
TCGA-12-0703-01Z-00-DX3.93ac10c7-1668-4dcd-b27b-a8f4855c695a,126280168,126295849
TCGA-12-0619-01Z-00-DX3.bfb91928-1b12-46dc-a734-dd87ae164c13,126295849,126322402
TCGA-12-1099-01Z-00-DX1.8AD15149-E35B-4294-9398-8208E78EE3B8,126322402,126333793
TCGA-12-1099-01Z-00-DX2.D3C080D8-CAE7-4A9C-A2DD-3CCAF4A3FFF3,126333793,126349453
TCGA-12-1099-01Z-00-DX3.9319D36E-23BA-44E0-8ED9-41DA3871DBD6,126349453,126365684
TCGA-12-0780-01Z-00-DX1.1020a882-f78f-4ffc-a845-50267d77163c,126365684,126375988
TCGA-14-0786-01Z-00-DX3.395dc39e-0e6e-47c3-84e3-7fc7a4a73c9c,126375988,126404884
TCGA-14-1829-01Z-00-DX1.0cdf6765-4947-4635-9b87-987b70a66562,126404884,126419012
TCGA-06-0221-01Z-00-DX3.588e9caf-660f-4f6a-be47-84e92f5a3e77,126419012,126424322
TCGA-06-0221-01Z-00-DX2.a6568186-9532-43de-b575-be4c245b136f,126424322,126430302
TCGA-06-0221-01Z-00-DX1.bc444e2a-9530-453a-b494-ec31ee5db9c1,126430302,126436153
TCGA-02-0321-01Z-00-DX1.3c57c27d-4a4f-45af-bf8b-2bde421a42fa,126436153,126444094
TCGA-02-0337-01Z-00-DX2.D9CB7383-D647-4B71-9127-D039A2C04B48,126444094,126457097
TCGA-02-0337-01Z-00-DX1.c7d3d96c-789b-4844-8731-1279d44955ec,126457097,126472809
TCGA-06-0213-01Z-00-DX2.5968b29e-a689-4d8a-80b0-e0ffff8bcec6,126472809,126483170
TCGA-08-0390-01Z-00-DX1.01310651-CD52-4244-8C13-44001BBAC17E,126483170,126491916
TCGA-06-1802-01Z-00-DX2.6bc3dbca-8385-482e-a33b-9b67f9938bb6,126491916,126492635
TCGA-12-0818-01Z-00-DX4.26E9E9C7-9C05-471E-A296-05A3DABEE6E1,126492635,126511564
TCGA-08-0359-01Z-00-DX1.FBED91D4-4D46-4354-ABCF-3D2EBDA42C6D,126511564,126536399
TCGA-41-2573-01Z-00-DX1.aaa4085e-c7e0-4c03-8033-780f407b0d11,126536399,126548785
TCGA-06-0750-01Z-00-DX2.a8d7b719-b24c-4403-b977-cd38f1e39709,126548785,126550331
